averageAddedLineCount,averageRemovedLineCount,averageChangedLineCount,averageFileCount,averageCommitCount,averageCommentCount,averageConversationCount,averageReviewerCount,averageApprovalCount,averageParticipationCount,averageTimeFromReviewToMerge,averageResponseTime,averageTimeToApproval,averageLinesChangedPerCommit,participationRate
16.096774193548388,10.258064516129032,26.35483870967742,1.096774193548387,2,0,0,0,0,0,NaN,0,0,13.847457627118644,NaN
